institution,credit_code,category,pillar,credit_name,indicator,section,field,value,units,value_numeric,value_type,links
University College Cork,PA-6,PA,Social,Institutional Climate,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,7.1 Ethnic diversity index,,Completed racial and ethnic diversity worksheet,7.1_STARS_3.0_Racial_and_Ethnic_Representation_WorksheetUCC.xlsx,,,text,https://reports.aashe.org/media/secure/989/9/884/9773/7.1_STARS_3.0_Racial_and_Ethnic_Representation_WorksheetUCC.xlsx
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,7.1 Ethnic diversity index,,Ethnic diversity index for students,0.45,,0.45,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,7.1 Ethnic diversity index,,Ethnic diversity index for academic staff,0.44,,0.44,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,7.1 Ethnic diversity index,,Ethnic diversity index for non-academic staff,0.34,,0.34,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,7.1 Ethnic diversity index,,Ethnic diversity index for executive staff,0,,0.0,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,7.1 Ethnic diversity index,,Points earned for indicator PA 7.1,0.41,,0.41,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Total number of marginalized racial, ethnic, and/or Indigenous groups in the region served by the institution",11,,11.0,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among students",7,,7.0,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,Description of the methodology and data source(s) used to identify the region served and its demographics,"Total number of marginalised racial, ethnic, and/or Indigenous groups in the region served by the institution (required) Ireland – General Population - Census 2022 Figure 5 . Population usually resident and present in the State by ethnic group/background and citizenship, 2022 . Source: CSO “ The most common country of citizenship of the Roma population was Ireland (28%), followed by Romania (22%), Italy (10% ) and Poland (9%). The top countries of citizenship of people who identified as Any other White background were Ireland (24%), Poland (16% ) and UK (13%). The proportion of people who identified as Black or Black Irish – African and had Irish citizenship was 65% , with a further 27% recording citizenship in African countries. In the Black or Black Irish – Any other Black background ethnic group, 37% were Irish citizens , and a further 28% were Brazilian citizens. The proportion of people who identified with the Chinese ethnic group/background who were Irish citizens was 40%. A further 54% were citizens of countries in the Other Asia category , including China. The top three categories of citizenship for people in the Arab ethnic group were Ireland (43%), Other Asia (29% ) and Africa (19%). ” Source: CSO Higher Education Sector in Ireland Figure 5. Student Intake Ethnicity Trends in all HEIS reporting to the HEA, as recorded from the E qual Access Survey from 2021-2022 to 2024-2025. Source: HEA Academic Year 2024 -20 25 had the most diverse enrolment on record. The percentage of White Irish enrolments continued to decline, from 93.0% in 2007 -20 08 to 72.8% in 2024 -20 25 . Amongst Ireland- domiciled enrolments, the percentage of White Irish also declined, to 78.4% in 2024 -20 25. These declines reflect increases in diversity in Ireland and rising numbers of international students . While 12% of entrants in 2024-2025 were of ‘Other White’ backgrounds, only 0.2% were of Irish Traveller, 0.3% were of Roma , 1.5% of Arabic, 1.5% were of Asian or Asian Irish: Chinese , and 4.2% of Black or Black Irish: African backgrounds. Number of marginalised racial, ethnic, and/or Indigenous groups that are equitably represented among students (required) Figure 6 . Student Intake Ethnicity Trends in UCC , as recorded from the Equal Access Survey from 2021-2022 to 2024-2025. Source: HEA In UCC, 2024-2025 entrants were also the most diverse, in line with the national trends. 79.6% were Irish and 9.3% of ‘Other White’ backgrounds. Most o f the other ethnic minorities were recorded as coming of Asian or Asian backgrounds – 5 . 3 % (e.g. Chinese, Indian/Pakistani/Bangladeshi, and Other Asian), and of Black or Black Irish – 2.8%. Other ethnic minorities were too small to be registered in the HEA system's available data dashboards.",,,text_long,https://www.cso.ie/en/releasesandpublications/ep/p-cpp5/censusofpopulation2022profile5-diversitymigrationethnicityirishtravellersreligion/ethnicgroupbackground/ https://hea.ie/statistics/data-for-download-and-visualisations/key-facts-figures-report/
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among students",63.64,,63.64,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.2 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among students",,Points earned for indicator PA 7.2,0.64,,0.64,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent academic staff",3,,3.0,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent non-academic staff",2,,2.0,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Number of marginalized racial, ethnic, and/or Indigenous groups that are equitably represented among executive staff",0,,0.0,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among regular/permanent academic staff",27.27,,27.27,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among regular/permanent non-academic staff",18.18,,18.18,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,"Percentage of marginalized, racial, ethnic, and Indigenous groups that are equitably represented among executive staff",0,,0.0,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,"7.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups equitably represented among employees",,Points earned for indicator PA 7.3,0.15,,0.15,number,
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,Optional documentation,,Notes about the information provided for this credit,"Section 7.3 Note: S taff ethnicity data began being collected in January 2026 via the central data collection system, the Employee Self-Service (ESS) Diversity Tool . Data reports from the tool are unavailable yet . The statistics below are based on an all-staff survey conducted in March 2024, with a 46% response rate (N= 1615 ). Number of marginalised racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent academic staff (required) UCC Academic Staff by Ethnicity (N= 58 1 ) as per results from the 2024 ‘Values and Culture’ EDI Staff Survey : 71% White Irish 21% Any Other White Background 3% preferred not to disclose 2% ethnic group not listed 2% Asian or Asian Irish backgrounds (e.g., Chinese and Indian/Pakistani/Bangladeshi combined). Other ethnic backgrounds and answer options constituted less than 1%. Number of marginalised racial, ethnic, and/or Indigenous groups that are equitably represented among regular/permanent non-academic staff (required) UCC Non- Academic Staff (i.e. Professional, Managerial and Support and Research Staff combined , N= 878 ) by Ethnicity as per results from the 2024 ‘Values and Culture’ EDI Staff Survey : 80 % White Irish, 1 2 % Any Other White Background 3% Asian or Asian Irish backgrounds (e.g., Chinese and Indian/Pakistani/Bangladeshi combined) 1 % preferred not to disclose 1 % ethnic group not listed Other ethnic backgrounds and answer options constituted 1% or less . Number of marginalised racial, ethnic, and/or Indigenous groups that are equitably represented among executive staff (required) This type of data is not currently being collected at UCC",,,text_long,https://www.ucc.ie/en/edi/edi-data/ess-diversity-tool/
University College Cork,PA-7,PA,Social,Racial and Ethnic Representation,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,PA-8,PA,Social,Gender Parity,8.1. Percentage of students with marginalized gender identities,,Percentage of students that identify as women or other marginalized gender identities,61,,61.0,number,
University College Cork,PA-8,PA,Social,Gender Parity,8.1. Percentage of students with marginalized gender identities,,Points earned for indicator PA 8.1,1,,1.0,number,
University College Cork,PA-8,PA,Social,Gender Parity,8.2 Percentage of employees with marginalized gender identities,,Percentage of regular/permanent academic staff that identify as women or other marginalized gender identities,49,,49.0,number,
University College Cork,PA-8,PA,Social,Gender Parity,8.2 Percentage of employees with marginalized gender identities,,Percentage of regular/permanent non-academic staff that identify as women or other marginalized gender identities,63,,63.0,number,
University College Cork,PA-8,PA,Social,Gender Parity,8.2 Percentage of employees with marginalized gender identities,,Percentage of executive staff that identify as women or other marginalized gender identities,47,,47.0,number,
University College Cork,PA-8,PA,Social,Gender Parity,8.2 Percentage of employees with marginalized gender identities,,Points earned for indicator PA 8.2,1,,1.0,number,
University College Cork,PA-8,PA,Social,Gender Parity,Optional documentation,,Notes about the information provided for this credit,"Table 2 outlines the percentage of women in all UCC’s decision-making bodies and by staff category. The data compares the snapshots from 31 December 202 4 versus 31 December 2025. This data is reported to the Higher Education Authority in Ireland and under the Athena Swan programme where UCC now has Silver status. Table 2 . Decision-making bodies of UCC and Staff by Categories and Gender, 2024 versus 2025. Category Headcount 31/12/2024 %F Headcount 31/12/2025 %F Academic Council 330 40% 354 40% Governing Authority 19 42% 19 47% University Leadership Team 15 47% 15 47% All Staff 3636 58% 3736 58% Academic Staff 1003 48% 1026 49% PMS Staff 1385 68% 1418 68% Research Staff 1248 52% 1292 56% UCC is also obliged legally to report on gender pay gap. This is done annlually and the most report is available here: V3EDIGenderPayGapReport2025.pdf",,,text_long,https://www.ucc.ie/en/media/aboutucc/presidentx27soffice2024/plansandreports/uccreportspdfs/V3EDIGenderPayGapReport2025.pdf
University College Cork,PA-8,PA,Social,Gender Parity,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,PA-9,PA,Social,Affordability and Access,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Does the institution have the required data and wish to pursue this indicator?,Yes,,,boolean,
University College Cork,PA-9,PA,Social,Affordability and Access,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Local currency code,EUR,,,text,
University College Cork,PA-9,PA,Social,Affordability and Access,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Local hourly minimum wage for students,14.25,,14.25,number,
University College Cork,PA-9,PA,Social,Affordability and Access,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Average annual net price of attendance for low-income students,"5,850",,5850.0,number,
University College Cork,PA-9,PA,Social,Affordability and Access,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Number of paid work-hours per year required to meet the average net price of attendance for low-income students,410.53,,410.53,number,
University College Cork,PA-9,PA,Social,Affordability and Access,9.1 Number of paid work-hours per year required to meet the average net price of attendance for low-income students,,Points earned for indicator PA 9.1,1,,1.0,number,
University College Cork,PA-9,PA,Social,Affordability and Access,9.2 Percentage of students that are low-income,,Does the institution have the required data and wish to pursue this indicator?,Yes,,,boolean,
University College Cork,PA-9,PA,Social,Affordability and Access,9.2 Percentage of students that are low-income,,Percentage of students that are low-income,5.90,,5.9,number,
University College Cork,PA-9,PA,Social,Affordability and Access,9.2 Percentage of students that are low-income,,Description of the methodology used to identify low-income students,"Student Data Collection at U CC - See DIS below: This data (low income students) is collected from our student population and more braodly in Ireland by Higher Education Authority. The data is based on the home address of the students. The “ National Access Plan: A Strategic Plan for Equity of Access, Participation and Success in HE , 2022-2028 ” underpins equal access for underrepresented student groups , and UCC has long been committed to its principles. Student data is captured through CAO. Student Information System (ITS) holds internal records. Student equality data capture (methods, equality grounds) is outlined in Table 1. Table 1 . Capturing Equality Grounds in Student Populations – Methods and Data Collected . UCC Disability Support Service collects data on students' disabilities on a voluntary basis (except for DARE students). The UCC Voices Survey is issued by the Academic Affairs and Governance office annually to first-year and final-year UGs and all PGT students. Response rate: 29% (2022), 25% (2023). Since 2018 , the EDI Unit has issued biennial EDI Student Surveys. Engagement is low and does not provide a full picture of student demographics . EDI in Student Intake, Widening Participation The HEA Equal Access Survey (EAS) is an annual, voluntary survey of first-year undergraduate students at HEA-funded institutions. The EAS is a vital source of information to measure progress on national targets and to understand the profile of underrepresented groups. Socio-Economic Profiles Using Deprivation Index Scores (DIS), the relative affluence or disadvantage of a particular geographical area can be measured. Figure 1 displays the DIS makeup of the UCC student p opulation in the 2023/2024 academic year (the most recent reporting year available) by their Home Address . Cork County is comparatively affluent , with a DIS of 5.4. However, Figure 2 shows how DIS varies at the national level by Ethnicity (data available for the entire HE sector only) for all UG entrants, with students from Black or Black Irish: African, having the lowest average DIS Score at -2.4, with 22% of students coming from a Disadvantaged area. This was followed by Black or Black Irish: Any other Black Background, with an average DIS Score of -1.1, with 18% coming from a Disadvantaged background. Across the period 2021- 20 22 to 2023- 20 24 of the disability categories on the Access Survey , students who report a learning disability had the highest average DIS Score at 2.3 65% of these students were from a Marginally Above Average or Affluent area (19% Affluent and 46% Marginally Above Average). This was followed by Blind/Deaf students who had an average DIS Score of 1.5 In contrast , students who reported a Physical Disability had the lowest average DIS Score at 0.0. 45% of these students were from a Marginally Below Average or Disadvantaged background (14% Disadvantaged and 31% Marginally Below Average). This was followed by Other Category with an average DIS Score of 1.0. Source: HEA , Figure 3. Th is data is not available by region or institution. For full data from the HEA Student Socio-Economic Profiles, see here. Figure 1 . UCC’s De p rivation Index Score by Home Address of Students, 2023-2024. Source: HEA",,,text_long,https://hea.ie/policy/access-policy/national-access-plan-2022-2028/ https://www.ucc.ie/en/access/support-while-in-ucc/disability-support/ https://hea.ie/statistics/data-for-download-and-visualisations/students/widening-participation-for-equity-of-access/socio-economic-profiles-2021-22-2023-24/student-profile/ https://hea.ie/statistics/data-for-download-and-visualisations/students/widening-participation-for-equity-of-access/socio-economic-profiles-2021-22-2023-24/landing/ https://hea.ie/statistics/data-for-download-and-visualisations/students/widening-participation-for-equity-of-access/socio-economic-profiles-2021-22-2023-24/geographic-profile/
University College Cork,PA-9,PA,Social,Affordability and Access,9.2 Percentage of students that are low-income,,Points earned for indicator PA 9.2,0,,0.0,number,
University College Cork,PA-9,PA,Social,Affordability and Access,9.3 Legacy and donor admissions,,Is an applicant’s relationship to the institution’s alumni or donors a factor that is positively considered in the institution’s admission decisions?,No,,,boolean,
University College Cork,PA-9,PA,Social,Affordability and Access,9.3 Legacy and donor admissions,,Narrative and/or website URL providing an overview of the factors that are considered in the institution’s admission decisions,"Admission to Irish universities is based primarily on academic merit. For undergraduate programs, the main criterion is performance in the Irish Leaving Certificate, where applicants are assessed based on their exam scores and the best six subjects, Specific subject requirements and grades are necessary to meet some eligibility criteria. Postgraduate admissions are also based on relevant qualifications, such as a completed degree and academic performance. The following are the entry routes available.: Access UCC Entry path s : UCC’s Strategic Plan prioritises student success and diversity , aligning with the National Access Plan (2022-2028) . All undergraduate programs reserve places for HEAR , DARE (Disability Access Route to Education) , Mature Students, and QQI/FET pathway students, contributing to 22% of 2023/24 admissions through Access Pathways. In 2024-2025, 10.6% of students entered UCC via DARE (7.2% average for Irish Universities Association HEIs) ; in 2023-2024, 9.1% (vs 7.7% average for IUA) . Figure 4 . UCC Student Intake by Entry Routes (2023-2024, 2024-2025). Source: HEA University of Sanctuary : Awarded in 2018, UCC offers Sanctuary Scholarships to asylum seekers, refugees, and migrants, including fee waivers and bursaries. Thirty-eight UG students have been supported since 2018 . Adult Continuing Education (ACE): ACE provides part-time education and promotes access for non-traditional learners, emphasising equality, diversity, and inclusion. Id+ Project: Promotes education and employment for people with intellectual disabilities through inclusive courses with co-learning opportunities and paid work experience. 1000+ Scholarships, including Quercus, for talented students. Support and Social Life Traveller Success Fund : Offers financial support to members of the Irish Traveller Community. Financial Supports: Includes the Student Assistance Fund, Laptop Loan Scheme, 1916 Bursary Fund, and access to a Student Budgetary Advisor. Disability and Student Support : Dedicated advisors provide tailored financial, academic, and personal support, conduct needs assessments, and implement reasonable accommodations. Mature Student Supports UCC PLUS Programme - p rovid ing a vast range of academic, financial and social support, enabling HEAR Scheme students to participate fully in UCC student life and reach their full potential. International Office – offering advice, support, guidance, etc. Clubs and Societies – including those based on language and culture, religion, mental health and wellbeing, Bród (LGBTQ+) , Neurodiversity, etc. Teaching and Learning EDI is integrated explicitly in many modules and implicitly through inclusive pedagogies like Universal Design for Learning, anti-discriminatory practice, decolonising pedagogy, trauma-informed pedagogy, anti-racist pedagogy, feminist pedagogies, culturally relevant pedagogy, and LGBT+ inclusion. Examples include co-learning modules for students with intellectual disabilities and degree students, and inclusive assessment practices with diverse tasks, clear criteria, and formative feedback. Students engage as co-creators in initiatives like the Inclusive UCC digital accessibility interns’ program, UCC’s Skills Centre staffing, and various student partnership approaches supported by the SATLE HEA grant scheme. Respect and Safety All UCC student s, regardless of their background, belief, age, gender, disability/ability, sexual orientation, caring or family status , have an equal right to respect, safety, and well-being, and to be empowered to thrive . Some of the initiatives and programs supporting thi s include: Student Support Tree – an infographic was developed to list the main student services. Bystander Intervention training provided to the Respect Officers in UCC Clubs & Societies. Speak Out anonymous online reporting tool. UCC Proud Ally Student Network (Graduate Attributes Programme). UCC Campus Watch, promoting student safety on campus, in the community and at home. Calm Zone offers respite for those on the autism spectrum. Assistive Technology Lab provides technologies to support individuals with disabilities. The Hub Central space for student activities, promoting community and inclusivity with diverse study and social spaces. Student Advisor & Ombudsman ( confidential, informal complaint resolution) Free, confidential one-to-one student counselling. Women’s health and abortion service.",,,text_long,https://www.ucc.ie/en/access/ https://hea.ie/statistics/data-for-download-and-visualisations/key-facts-figures-report/ https://ucc%20university%20of%20sanctuary/ https://www.ucc.ie/en/ace/ https://www.ucc.ie/en/idplus/ https://www.ucc.ie/en/sfsa/further-supports/traveller-success-fund/ https://www.ucc.ie/en/access/support-while-in-ucc/disability-support/ https://www.ucc.ie/en/access/alternative-entry-supports/ms-entry/ https://www.ucc.ie/en/access/support-while-in-ucc/hear-support/ https://www.ucc.ie/en/international/ https://www.ucc.ie/en/societies/?_gl=1*1flpz9j*_gcl_au*MTE0NzMzODEwNy4xNzY5MDc1NDkx https://www.ucc.ie/en/cirtl/projects/satleprojects/ https://www.ucc.ie/en/media/academic/schoolofenglish/SupportTreeInfographic.pdf https://www.ucc.ie/en/bystander/ https://www.ucc.ie/en/edi/speakout/ https://www.ucc.ie/en/graduateattributes/proudally/proud-ally-student/ https://www.ucc.ie/en/studentexperience/campuswatch/ https://www.ucc.ie/en/autismfriendly/thecalmzone/ https://www.ucc.ie/en/access/community-outreach/assistive-technology/ https://www.ucc.ie/en/students/studentcentral/ https://www.ucc.ie/en/studentombudsman/ https://www.ucc.ie/en/studentcounselling/
University College Cork,PA-9,PA,Social,Affordability and Access,9.3 Legacy and donor admissions,,Points earned for indicator PA 9.3,1,,1.0,number,
University College Cork,PA-9,PA,Social,Affordability and Access,Optional documentation,,Notes about the information provided for this credit,"9.1 Minimum monthly cost of attendance less any fees is estimated at €650 per month which includes minimum rent, transport, food, living expenses",,,text,
University College Cork,PA-9,PA,Social,Affordability and Access,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,PA-10,PA,Social,Student Success,10.1 Completion rate for low-income students,,Overall student completion rate,95,,95.0,number,
University College Cork,PA-10,PA,Social,Student Success,10.1 Completion rate for low-income students,,Does the institution have completion rate data for low-income students?,Yes,,,boolean,
University College Cork,PA-10,PA,Social,Student Success,10.1 Completion rate for low-income students,,Completion rate for low-income students,92,,92.0,number,
University College Cork,PA-10,PA,Social,Student Success,10.1 Completion rate for low-income students,,Ratio of the completion rate for low-income students to the overall completion rate,0.97,,0.97,number,
University College Cork,PA-10,PA,Social,Student Success,10.1 Completion rate for low-income students,,Points earned for indicator PA 10.1,1,,1.0,number,
University College Cork,PA-10,PA,Social,Student Success,10.2 Completion rate for students with marginalized gender identities,,Does the institution have completion rate data for women and/or students with other marginalized gender identities?,Yes,,,boolean,
University College Cork,PA-10,PA,Social,Student Success,10.2 Completion rate for students with marginalized gender identities,,Completion rate for students that identify as women or other marginalized gender identities,93,,93.0,number,
University College Cork,PA-10,PA,Social,Student Success,10.2 Completion rate for students with marginalized gender identities,,Ratio of the completion rate for students that identify as women or other marginalized gender identities to the overall completion rate,0.98,,0.98,number,
University College Cork,PA-10,PA,Social,Student Success,10.2 Completion rate for students with marginalized gender identities,,Points earned for indicator PA 10.2,1,,1.0,number,
University College Cork,PA-10,PA,Social,Student Success,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Does the institution have completion rate data for students from marginalized racial, ethnic, and/or Indigenous groups?",Yes,,,boolean,
University College Cork,PA-10,PA,Social,Student Success,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Total number of marginalized racial, ethnic, and/or Indigenous groups served by the institution",12,,12.0,number,
University College Cork,PA-10,PA,Social,Student Success,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Number of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",6,,6.0,number,
University College Cork,PA-10,PA,Social,Student Success,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Narrative and/or website URL providing completion rates for each marginalized racial, ethnic, and/or Indigenous group served by the institution",See Completion Rates across the various Access Pathways to UCC: This data is available here by institution: HEA – Non-progression by Student Characteristics – 2 | Statistics | Higher Education Authority,,,text_long,https://hea.ie/statistics/data-for-download-and-visualisations/students/progression/report/hea-non-progression-by-prior-education/
University College Cork,PA-10,PA,Social,Student Success,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Document that includes completion rates for each marginalized racial, ethnic, and/or Indigenous group served by the institution",,,,not_reported,
University College Cork,PA-10,PA,Social,Student Success,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,"Percentage of marginalized, racial, ethnic, and Indigenous groups with equitable completion rates",50,,50.0,number,
University College Cork,PA-10,PA,Social,Student Success,"10.3 Percentage of marginalized racial, ethnic, and/or Indigenous groups with equitable completion rates",,Points earned for indicator PA 10.3,0.50,,0.5,number,
University College Cork,PA-10,PA,Social,Student Success,Optional documentation,,Notes about the information provided for this credit,"Overall completion Rate: 10.1 The HEA uses home addresses of ROI domiciled students to using to develop socio economic profiles of HEIs by assigning Deprivation Index Scores (DIS) to the student data. Please refer to this page for the methodology.. UCC's completion rate is at 95%, in general terms. For Low income students at UCC this drops to 92%, 8% drop out. See link to data here: HEA – Non-progression by Student Characteristics – 1 | Statistics | Higher Education Authority Non comepletion for women is running at 7% currently for women at UCC and 5% for men. See chart here: Another proxy for low income students could be SUSI grant holders: See completion / non progression frates for UCC students that hold SUSI grants here: Further information on completion rates by factor are included here: HEA – Non-progression by Student Characteristics – 2 | Statistics | Higher Education Authority",,,text_long,https://hea.ie/statistics/data-for-download-and-visualisations/students/widening-participation-for-equity-of-access/ https://hea.ie/statistics/data-for-download-and-visualisations/students/progression/report/hea-non-progression-by-student-characteristics/ https://hea.ie/statistics/data-for-download-and-visualisations/students/progression/report/hea-non-progression-by-prior-education/
University College Cork,PA-10,PA,Social,Student Success,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Does the institution make physical health services available to students?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s physical health services for students,"The UCC Student Health Service department provides services that target illnesses and problems that occur in the University Student population. The department provides the following services: Primary care of acute and chronic illnesses that present in the community Diagnosis and treatment of physical ilnesses Diagnosis and treatment of mental illnesses Contraception service including insertion of Long Acting implants and IUCDs ""Coils"" Cervical screening service, Abortion service Infectious Disease Screening and Vaccination for Healthcare Students Student Mental Health Service Sexual Transmitted Infection screening Sexual Transmitted Infection diagnosis and treatment Travel Advice and Vaccinations . Hospital referral service Injury assesment, treatment and referral service Physiotherapy and Concussion Service",,,text_long,https://www.ucc.ie/en/studenthealth/contraception/ https://www.ucc.ie/en/studenthealth/healthcare/ https://www.ucc.ie/en/studenthealth/mentalhealth/ https://www.ucc.ie/en/studenthealth/services/sex/ https://www.ucc.ie/en/studenthealth/services/travel/ https://www.ucc.ie/en/studenthealth/services/physio/
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Does the institution make behavioral health services available to students?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s behavioral health services for students,UCC's Student Mental Health and Wellbeing Hub offers Consultant Psychiatry Mental Health Nursing Occupational Therapy Student Wellbeing Officer Read details of the services provided by Student Counselling and Development at https://www.ucc.ie/en/studentcounselling/,,,text_long,https://www.ucc.ie/en/studenthealth/staff/mentalhealthteam/psychi/#d.en.792514 https://www.ucc.ie/en/studenthealth/staff/mentalhealthteam/mentalhealthnurse/ https://www.ucc.ie/en/studenthealth/staff/mentalhealthteam/occupationaltherapy/ https://www.ucc.ie/en/students/wellbeing/ https://www.ucc.ie/en/studentcounselling/
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Does the institution make sexual and reproductive health services available to students?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s sexual/reproductive health services for students,"The Student Health Department at UCC offers a number of sexual health services free of charge including: Doctors' and nurses' contraceptive consulatations, and repeat prescriptions if needed Contraception prescriptions and devices prescribed - these will be given free of charge at participating pharmacies Your choice of contraception - from the types covered below Fittings and removals of implants or coils (IUDs or IUSs) Contraception check-ups and other follow up care needed relating to your implant or coil Emergency contraception (morning after pill) The contraceptive options available include: The Pill, The Patch, The Vaginal Ring, The Coil (IUS/IUCD),The Bar (Implant), as well as Emergency Contraception. They also offer free STI testing.",,,text_long,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Does the institution make contemplative and/or spiritual activities available to students?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s contemplative and spiritual activities for students,"As a UCC Department for Wellbeing and Health, the Chaplaincy is an inclusive service that offers a space for community, conversation, support, guidance, and enrichment for all students and staff at UCC. The Chaplaincy supports all UCC students and staff, regardless of gender, age, ethnicity, disability, family status, sexual orientation, marital status, religious/non-religious background, or spirituality. More information is available here: https://www.ucc.ie/en/chaplaincy/what/",,,text_long,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Does the institution have a campus safety committee that brings together students from vulnerable groups and management in the development and review of policies and procedures related to student safety and violence prevention?,Yes,,,boolean,
University College Cork,PA-11,PA,Social,"Health, Safety and Wellbeing",11.1 Student wellbeing and assistance programs,,Narrative and/or website URL providing an overview of the institution’s student safety and violence prevention committee,"University College Cork is committed to creating a safe and secure environment for UCC students and to foster a positive relationship between our students and the wider community. Campus Watch will respond to formal complaints from students, member of the community and other stakeholders, in relation alleged breaches of the UCC Standards of Conduct. Key Action Areas: Managing and promoting Campus Watch Working with Neighbourhood Watch Groups, Gardai, students and residents associations in areas of common interest Promoting student safety on campus, out and about and at home Responding quickly to complaints and concerns in relation to student behaviour Developing strong links with community groups When necessary, initiating formal student disciplinary procedures Providing Mediation where necessary In addition UCC Student Activity Safety Committee is a committee chaired by the Health and Safety Officer for Student Activity, with staff and student representation, which meets periodically to review the processes for maintaining student safety in UCC.",,,text_long,
