institution,credit_code,category,pillar,credit_name,section,field,value,units,value_numeric,value_type
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Points earned for indicator AC 3.1,4,,4.0,number
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Performance year for graduate qualifications,2023,,2023.0,year
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Total number of graduate qualifications awarded,"14,185",,14185.0,number
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Number of graduate qualifications awarded that are sustainability-focused,"7,158",,7158.0,number
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Number of graduate qualifications awarded that are focused on subjects other than sustainability but have sustainability-focused learning requirements,0,,0.0,number
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Total number of graduate qualifications awarded that have sustainability-focused learning requirements,"7,158",,7158.0,number
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Percentage of graduate qualifications awarded that have sustainability-focused learning requirements,50.46,,50.46,number
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Points earned for indicator AC 3.2,4,,4.0,number
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Notes about the information provided for this credit,"Information about degree programs, certificates and designated emphases was gathered through publicly available sources provided by each of the departments and programs websites. Subject matter experts are consulted to access the database of course offerings and learning outcomes at UC Berkeley - Dr. Kira Blaisdell-Sloan and Matthew Betts from the UC Berkeley Office of Planning & Analysis. https://docs.google.com/spreadsheets/d/193D_hGDoVVYjc3hPPNekSgwoHpzbCaTc/edit?usp=sharing&ouid=105826157914045237014&rtpof=true&sd=true",,,text_long
"University of California, Berkeley",AC-3,AC,Context,Graduate Programs,,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,Does the institution make available solutions-focused applied learning or living laboratory experiences for students that address sustainability challenges?,Yes,,,boolean
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,List or sample of currently active/available applied learning or living laboratory experiences for students that address sustainability challenges,"https://cleanenergycampus.berkeley.edu/living-lab Living Lab Project Example: The Berkeley Clean Energy Campus's Living Lab is a project that was initiated to drill a 400-foot-deep borehole to explore the feasibility of geothermal heating on campus. This project provided valuable learning and research opportunities, activating UC Berkeley's brain trust and fostering collaborative efforts among students, faculty, staff, and partners. The initiative aimed to find practical applications to real-world problems and develop solutions that can be tested, refined, and implemented in real-life settings. https://news.berkeley.edu/2022/03/30/uc-berkeley-drills-400-foot-borehole-to-explore-geothermal-heating-on-campus/",,,url
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,Are three or more institutional departments or units currently supporting solutions-focused applied learning or living laboratory experiences for students?,Yes,,,boolean
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,Are there processes or tools in place to assess the success of the applied learning projects?,Yes,,,boolean
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,Description of the processes or tools used to assess the success of the applied learning projects,"As part of the Berkeley Geothermal Project, students actively participated in: geological data collection, borehole drilling, and real-time logging; installation of distributed fiber optic sensing (DFOS) systems; and, conducting and interpreting Distributed Thermal Response Tests (DTRTs). Success of the project was determined based on the students’ ability to be involved in these hands-on tasks as part of the process of research. At the end of the project, students were expected to help complete key technical tasks, analyze real-time data, and contribute to the final system design recommendations. Students were also required to present findings in end-of-semester reports and group presentations, allowing structured reflection on sustainability outcomes and engineering challenges. At the same time, technical analyses provided additional assessment tools in terms of whether the project showed promise for supporting campus sustainability efforts. Those analyses included: DFOS data analysis to monitor subsurface temperature over time and depth. Analytical methods to estimate thermal conductivity and heat capacity of the ground. 3D hydrothermal modeling of the campus to simulate long-term system performance. 1D sensitivity analyses to validate simplified assumptions. Finally, and tied to the above analyses, the success of the living labs project was assessed based on the production of completed system feasibility studies, which projected that the geothermal system could meet nearly 100% of heating/cooling demand for a major campus node and reduce CO2 emissions by over 10,000 tons annually. Revised on Aug. 7, 2025",,,text_long
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,"Is there an online portal or equivalent vehicle that documents completed, current, and/or prospective applied learning projects that address sustainability challenges?",Yes,,,boolean
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,"Description of and/or website URL for the online portal or equivalent vehicle that documents completed, current, and/or prospective applied learning projects","https://geomechanics.berkeley.edu/research/berkeleygeothermal/students-involvement/ https://geomechanics.berkeley.edu/research/berkeleygeothermal/ https://geomechanics.berkeley.edu/research/geothermal-energy-systems-modeling/ https://cleanenergycampus.berkeley.edu/living-lab https://geomechanics.berkeley.edu/research/berkeleygeothermal/ Revised on Aug. 7, 2025",,,url
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,Points earned for indicator AC 4.1,4,,4.0,number
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,Notes about the information provided for this credit,"The information in this field was collected through public information available online from The Green Initiative Fund, Student Environmental Resource Center, Office of Sustainability, and other campus departmental/student groups. https://cleanenergycampus.berkeley.edu/living-lab",,,text_long
"University of California, Berkeley",AC-4,AC,Context,Applied Learning,,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Has the institution conducted one or more assessments of the sustainability literacy of its students during the previous three years?,Yes,,,boolean
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Narrative overview of of the instruments/tools used to assess sustainability literacy,A pre- and post- assessment was administered to a subset of the student body. The same cohort was administered the pre- and post-assessments via an online Google Form: Pre-assessment & Post-assessment .,,,text_long
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Description of the institution’s recent sustainability literacy assessment findings and any notable trends,"The overall score improved by 5.6% over 3 months: from 70.6% to 76.2%. Average improved from 10.6 to 11.4 points out of 15, and median improved from 11 to 12 points out of 15. Frequently missed questions: What is the most common cause of pollution of streams and rivers? Changed from 37.8% to 40.7% correct answers. Which of the following is a leading cause of the depletion of fish stocks in the Atlantic Ocean? Changed from 40.5% to 64.8% correct answers. The only question that did not show improvement pre vs post: Which of the following is the best example of environmental justice? Changed from 82% to 79.6%. Pre-survey results: https://docs.google.com/spreadsheets/d/1wiQm2egO6-N7ZKk_LHr6KxuRaPMPdom9bug0HRgVB90/edit?usp=drive_link Post-survey results: https://docs.google.com/spreadsheets/d/1OSz_V9VIyQchPuJHFgrUYCvy1ztp55EOkM7uzCHI5GI/edit?usp=drive_link",,,text_long
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Were academic staff engaged in sustainability education at the institution involved in developing and/or adopting the methodologies used to assess sustainability literacy?,Yes,,,boolean
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Description of the process through which academic staff were involved in developing and/or adopting the methodologies used to assess sustainability literacy,"The sustainability literacy assessment was borrowed with permission from The Ohio State University Environmental and Social Sustainability Lab. More information about OSU's Assessment of Sustainability Knowledge (ASK) Scale can be found at the following link: https://ess.osu.edu/campus-sustainability-survey One of the requirements is that the assessment should be administered to the same cohort of students in a pre- test and post- test. Three lecturers on campus administered the following sustainability assessment to their students in the beginning and end of their Fall semester course in 2023. ESPM 98 (Pr. Spreyer) Environmental Justice Education ESPM 198 (Pr. Arzbaecher) Solutions for a Sustainable and Just Future GETH, NATRES 21, NATRES 24 (Pr. Rhew) Global Environmental Theme House",,,text_long
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Are the literacy assessments designed and administered in such a way that the results can be used to evaluate the success of the institution’s sustainability education initiatives?,Yes,,,boolean
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Description of how the design and administration of the sustainability literacy assessments supports the evaluation of the success of the institution’s sustainability education initiatives,"Surveys are administered at the start and end of the academic semester. Students assessed were from a subset of those enrolleld in sustainability-focused course. There were 12 questions in the survey designed to test student's literacy in sustaianble topics, and the students progress was documented after they completed a sustainabiltiy focused or related course.",,,text_long
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Points earned for indicator AC 5.1,2,,2.0,number
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,"Percentage of students assessed for sustainability literacy, either directly or by representative sample",75 to 100,,,text
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Description of the process used to measure or estimate the percentage of students assessed for sustainability literacy,"Representative sample for this asessemnt was three courses that cover sustainability at different levels. A total of 111 students completed the pre-course sustainability literacy assessment in September-October 2023, and 54 students completed the post-course assessment in Novemeber- December 2023. While the total number of students enrolled in similar programs is not avaialable, the assessments provide a representative sample of students engaged in sustainability education. Description of the Process Survey Administration : The literacy assessment was conducted via a Google Form distributed to students in a specific sustainability-focused course or program. The questions were designed to assess foundational knowledge of environmental, social, and economic sustainability. Survey Structure : Adapted from The Ohio State University’s Assessment of Sustainability Knowledge (ASK) Scale, the survey included 12 multiple-choice questions covering key sustainability topics. Sampling : The pre-assessment (111 responses) was completed at the start of the course, while the post-assessment (54 responses) was conducted at its conclusion. This approach targeted students actively engaged in sustainability-focused courses, providing insights into their knowledge levels and the course’s impact. A total of 139 students were registered for the three courses assessed, and all students were asked to participate in the assessment.The percentage of students assessed for sustainbiltiy literacy by representative sample is 80%.",,,text_long
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Points earned for indicator AC 5.2,2,,2.0,number
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Notes about the information provided for this credit,Office of Sustainability,,,text
"University of California, Berkeley",AC-5,AC,Context,Sustainability Literacy Assessment,,Additional documentation for this credit,Zwickle__Jones_2018_1.pdf,,,text
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Total number of academic departments engaged in research,113,,113.0,number
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Number of academic departments engaged in sustainability research,68,,68.0,number
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Annotated list or inventory of the institution’s sustainability research by department,Stars_Request_Research_Data_101424_4.xlsx,,,text
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Description of the process used to identify the institution’s sustainability research,"An undergraduate student fellow at the Office of Sustainability created a list of keywords to identify sustainability research. The keyword list was drawn heavily from the keywords created to identify sustainability course offerings for AC-1, and other keywords were taken from the sustainability research keyword search used during the previous UCB STARS report. After a large keyword search of the entire research inventory for FY 2022 to FY 2024, the fellow then reviewed the identified research to screen the accuracy of the keyword search. The fellow then calculated the number of employees engaged in sustainability research and the number of academic departments engaged in sustainability research in FY 2022 to FY 2024, compared to the total active number of employees and departments during this time. The list of Principal Investigators engaging in sustainability research was taken from a count of all current sustainability research awards active during FY 2022 to FY 2024 at UC Berkeley. The faculty and staff researchers include faculty from across campus as well as at the Lawrence Berkeley National Laboratory, which has faculty/researchers associated with both institutions.",,,text_long
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Percentage of academic departments engaged in sustainability research,60.18,,60.18,number
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Points earned for indicator AC 6.1,5.35,,5.35,number
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Does the institution provide incentives for academic staff to conduct sustainability research?,Yes,,,boolean
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Description of the sustainability research incentives for academic staff,"UC Berkeley has various funding mechanisms and ample research support for any principal investigator who wishes to pursue research related to sustainability. This comes in the form of research and commercialization fellowships, such as the Bakar Fellows and Heising-Simons Fellows programs, to institutional funding matching for proposals in response to federal, state, and philanthropic funders. The UC Berkeley Vice Chancellor for Research, along with the Dean of the Rauser College of Natural Resources support a range of programs to bring faculty together around climate and sustainability research. These are often coordinated with other UC campuses as well: https://vcresearch.berkeley.edu/energy Funding the Berkeley Climate Change Network to bring researchers together and share funding opportunities, including the following: https://vcresearch.berkeley.edu/news/new-berkeley-climate-action-proof-concept-program https://bakarclimate.berkeley.edu/bcapp https://vcresearch.berkeley.edu/news/climate-action-research-grants-assist-tribal-nations-resource-management https://news.berkeley.edu/2023/08/23/five-uc-berkeley-led-projects-awarded-california-climate-action-grants/ https://vcresearch.berkeley.edu/news/new-center-advance-use-seaweed-global-economy UC Berkeley supports interdisciplinary sustainability research through partnerships, including those with Lawrence Berkeley National Laboratory, to advance climate and sustainability research. The Berkeley Climate Change Network, for instance, connects researchers and students with funding and collaborative opportunities focused on sustainability and resilience Several organizations and programs at UC Berkeley support and incentivize faculty applying for external sustainability research funding. The Berkeley Climate Change Network (BCCN) helps to advance climate research, education and impact at UC Berkeley and Lawrence Berkeley National Lab. The BCCN is a convener, connector and informant for faculty, staff, and students to accelerate campus action to cut carbon pollution and build a more resilient and equitable planet. BCCN operates through 4 primary channels: bringing together 300+ faculty and staff researchers for inter- disciplinary climate projects that produce actionable research; working with development staff to identify climate funding opportunities and secure grants, donations, and other resources; building stronger partnerships between Berkeley academics and off- campus climate leaders from government, community- based organizations and the private sector; and expanding climate- related educational activities on campus in partnership with the Berkeley Energy & Resources Collaborative (BERC), the Student Environmental Resource Center (SERC) and other student- led organizations. Learn more about the BCCN: https://bccn.berkeley.edu/ The California Institute for Energy and Environment (CIEE) conducts public-interest energy research and implements energy research programs involving experts at the University of California, other universities, government, industry and nonprofit groups. CIEE has been conducting, leading, and managing energy research for thirty years. To date, CIEE experts have received 470 research awards and managed nearly 1,000 subawards at more than 160 universities, national labs, and research centers. The total value of these awards exceeds $205 million. https://uc-ciee.org/ The Center for Information Technology Research in the Interest of Society (CITRIS) and the Banatao Institute create information technology solutions for society’s most pressing challenges. CITRIS and the Banatao Institute leverage research conducted at four Northern California UC campuses to develop sustainability-related applications, platforms, companies and new industries. They bring the expertise of multiple disciplines to bear on critical challenges such as designing sustainable energy, water, and transportation systems; improving the human experience with robotics and inclusive intelligence; modernizing health care delivery; fostering responsible tech policy; promoting diverse perspectives; and examining the future of work and the global economy in the age of automation. https://citris-uc.org/ Other UC Berkeley organizations that support sustainability research include the Energy and Resources Group (ERG), an interdisciplinary program that connects academia, government, industry and civil society in international sustainability research. ERG faculty work with graduate students across campus and with the Lawrence Berkeley National Laboratory on a range of energy and sustainability research. Additionally, the Energy Institute at the Haas School of Business brings together research and curricular programs on energy business, policy and technology commercialization. In particular, the institute works with scientists to commercialize promising energy technologies.",,,text_long
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Does the institution provide incentives for students to conduct sustainability research?,Yes,,,boolean
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Description of the sustainability research incentives for students,"The Sponsored Projects for Undergraduate Research (SPUR) program encourages faculty and undergraduate students in the Rausser College of Natural Resources to collaborate on research projects by providing a grant to support their joint project. Students in the College of Natural Resources have many opportunities to work with outstanding faculty on research projects. https://nature.berkeley.edu/undergraduate-research/spur/ The Undergraduate Research Apprentice Program (URAP) is designed to involve Berkeley undergraduates more deeply in the research life of the university. The program provides opportunities for students to work with faculty on the cutting-edge research projects for which Berkeley is world-renowned. One of the eight Areas of Interest is ""Environmental Issues."" http://research.berkeley.edu/urap/index.php The Transportation Sustainability Research Center (TSRC) was formed to study the economic, social, environmental, and technological aspects of sustainable transportation. It is housed at the Institute of Transportation Studies at the University of California, Berkeley. Since TSRC was founded, it has been a leading center in conducting timely research on real-world solutions for a more sustainable transportation future. The TSRC team is comprised of dedicated research staff, support personnel, and student researchers. https://tsrc.berkeley.edu/ UC Berkeley funds graduate research into sustainability through several channels. They include energy and environmental research conducted at the Lawrence Berkeley National Laboratory, which is run by UC Berkeley and employs a wide range of Berkeley graduate students. Additionally, The Green Initiative Fund finances sustainability research initiatives such as the Gill Tract Farm Student Initiative, which teaches and advances sustainable farming practices. Finally, individual labs on campus have helped graduate students apply for National Science Foundation and other funding and otherwise directed university research dollars to a wide range of sustainability research, including the Global Policy Lab and the Climate Impact Lab, which is conducting pioneering research into the global economic and social impacts of climate change.",,,text_long
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Points earned for indicator AC 6.2,2,,2.0,number
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Notes about the information provided for this credit,The information in this field was provided by the UC Berkeley Office of Planning & Analysis.,,,text
"University of California, Berkeley",AC-6,AC,Context,Sustainability Research,,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",AC-7,AC,Context,Center for Sustainability Research,,"Does the institution have at least one organized research center, institute, or equivalent unit that is focused on sustainability and/or integrated approaches to address sustainability challenges?",Yes,,,boolean
"University of California, Berkeley",AC-7,AC,Context,Center for Sustainability Research,,List and description of the institution’s sustainability research units,"The California Institute for Energy and Environment (CIEE) conducts public-interest energy research and implements energy research programs involving experts at the University of California, other universities, government, industry and nonprofit groups. CIEE has been conducting, leading, and managing energy research for thirty years. To date, CIEE experts have received 470 research awards and managed nearly 1,000 subawards at more than 160 universities, national labs, and research centers. The total value of these awards exceeds $205 million. https://uc-ciee.org/ In addition to the Berkeley Climate Change Network and CITRUS research centers, there are other institutes and organizations focused on sustainabiltiy research at UC Berkeley. The Energy Institute at the Haas School of Business brings together research and curricular programs on energy business, policy and technology commercialization. In particular, the institute works with scientists to commercialize promising energy technologies. Haas Office of Sustainability and Climate Change, Haas Center for Responsible Business, Center for Sustainable Impact Finance. College of Engineering has Berkeley Energy and Resouce Collaborative: https://berc.berkeley.edu/ The Energy and Resources Group (ERG) is an interdisciplinary program that connects academia, government, industry and civil society in international sustainability research. ERG faculty work with graduate students across campus and with the Lawrence Berkeley National Laboratory on a range of energy and sustainability research.",,,text_long
"University of California, Berkeley",AC-7,AC,Context,Center for Sustainability Research,,"Does the institution have at least one organized research center, institute, or equivalent unit focused on a subject other than sustainability that produces sustainability research?",Yes,,,boolean
"University of California, Berkeley",AC-7,AC,Context,Center for Sustainability Research,,List and description of the institution’s research units focused on subjects other than sustainability that produce sustainability research,There are multiple centers at UC Berkeley engaged in sustainability related topics.One example is the Sutardja for Entrepreneurship and Technology center that has the Alternative Meats X Lab at UC Berkeley. https://altmeatlab.berkeley.edu/,,,text_long
"University of California, Berkeley",AC-7,AC,Context,Center for Sustainability Research,,Points earned for indicator AC 7.1,6,,6.0,number
"University of California, Berkeley",AC-7,AC,Context,Center for Sustainability Research,,Notes about the information provided for this credit,Office of Sustainability,,,text
"University of California, Berkeley",AC-7,AC,Context,Center for Sustainability Research,,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Does the institution have a published ethical code of conduct for research?,Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Online location of the institution’s ethical code of conduct for research,https://vcresearch.berkeley.edu/research-compliance,,,url
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Copy of the institution’s ethical code of conduct for research,,,,not_reported
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Points earned for indicator AC 8.1,1,,1.0,number
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Does the institution have published promotion or tenure guidelines or policies that give explicit positive recognition to integrated research?,Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Description or text of the promotion/tenure guidelines or policies that explicitly recognize integrated research,"UC Berkeley is a strong supporter of interdisciplinary research, as evidenced by the creation of organized research units (ORUs) and centers on campus, several of which are related to energy, environment and climate. Further information on purpose and policies regarding ORUs can be found here: https://vcresearch.berkeley.edu/research-policies/oru-policy-procedure Information about research programs are here: Research Unit Finder: https://vcresearch.berkeley.edu/research-units Energy, Climate & Environment Research: https://vcresearch.berkeley.edu/energy As part of UC Berkeley's policy to promote interdisciplinary research, review committees for faculty promotion and tenure are instructed to use flexibility in evaluating work that ""departs markedly from established academic patterns."" The policy reads: ""In evaluating the candidate’s qualifications within these areas, the review committee shall exercise reasonable flexibility, balancing when the case requires, heavier commitments and responsibilities in one area against lighter commitments and responsibilities in another. The review committee must judge whether the candidate is engaging in a program of work that is both sound and productive. As the University enters new fields of endeavor and refocuses its ongoing activities, cases will arise in which the proper work of faculty members departs markedly from established academic patterns. In such cases, the review committees must take exceptional care to apply the criteria with sufficient flexibility."" The Consortium for Interdisciplinary Research (CIR) supports and develops interdisciplinary research and programming on the Berkeley campus and beyond. Established in 2013 by UC Berkeley’s College of Letters and Sciences: Division of Arts and Humanities, CIR provides infrastructure to grow and sustain interdisciplinary programs. We produce research activities across disciplinary and departmental lines, leveraging opportunities for exchange, programming, and dissemination within campus and to a global audience. Working closely with faculty leadership, CIR develops and manages grants, plans events, oversees academic publications and programming, delivers outreach and communications, and distributes faculty and student awards for research. https://cir.berkeley.edu/",,,text_long
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Do the promotion/tenure guidelines or policies that recognize integrated research cover all of the institution’s research-producing academic divisions?,Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Does the institution have published promotion or tenure guidelines or policies that give explicit positive recognition to community-based research?,Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Description or text of the promotion/tenure guidelines or policies that explicitly recognize community-based research,"UC Berkeley Promotion & Tenure guidelines were updated in January 2021 to explicitly include community-engaged research. https://docs.google.com/document/d/1ZomNuySWXOUzwVueS_A2YHc1Xv4HI130d1kypkzYI-A/edit?usp=sharing https://bmap.berkeley.edu/assessing-community-engaged-research Several initiatives at UC Berkeley aim to broaden the recognition of community-engaged research, particularly through efforts by the Innovations for Youth (i4Y) program. This program has advocated for institutional change, resulting in community-engaged scholarship being explicitly recognized in UC Berkeley’s academic personnel review processes. The goal is to create more inclusive criteria that acknowledge the value of community partnerships and engagement in research. https://www.chronicle.com/article/the-insular-world-of-academic-research",,,text_long
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Do the promotion/tenure guidelines or policies that recognize community-based research cover all of the institution’s research-producing academic divisions?,Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Does the institution have published promotion or tenure guidelines or policies that give explicit positive recognition to research impact or reach outside of academic journals?,Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Description or text of the promotion/tenure guidelines or policies that explicitly recognize research impact or reach outside of academic journals,"The UC’s Academic Senate sets the guidelines, and while these primarily focus on scholarly contributions within academic journals, they also leave room for recognizing non-traditional impacts. Committees such as the Budget and Interdepartmental Relations Committee review cases holistically and may consider impactful work that contributes to societal, technological, or economic advancements. Yet, these impacts often need to be strongly tied to traditional academic contributions to count significantly toward tenure. In terms of broader recognition, UC Berkeley allows departments some discretion to emphasize non-academic impacts based on their own evaluative priorities.",,,text_long
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Do the promotion/tenure guidelines or policies that recognize research impact or reach outside of academic journals cover all of the institution’s research-producing academic divisions?,No,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Online location of the institution’s promotion/tenure guidelines or policies,https://www.chronicle.com/article/the-insular-world-of-academic-research,,,url
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Copy of the institution’s promotion/tenure guidelines or policies,,,,not_reported
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Points earned for indicator AC 8.2,3,,3.0,number
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Does the institution participate in one or more inter-campus research collaboratives that have an explicit mission to promote responsible research and innovation?,Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Description of the institution’s inter-campus collaborations for responsible research and innovation,"UC Berkeley actively participates in inter-campus research collaboratives to promote responsible research and innovation, consistent with its dedication to interdisciplinary research and social impact. For example, the campus engages in partnerships and initiatives that align with responsible research criteria, such as public engagement, scientific accessibility, and science education. UC Berkeley is a participant in the Pew-convened Presidents and Chancellors Council. UC Berkeley is also a member of: International Alliance of Research Universitities (IARU): https://www.iaruni.org/about/about-iaru Scholars at Risk: https://www.scholarsatrisk. org/ Universities Research Association: https://ura-hq.org/ Campus Compact: https://compact.org/ membership/member-directory UC Berkeley has several campus centers that promote responsible research and innovation in various forms: Center for Responsible, Decentralized Intelligence Responsible AI Initiative The Lawrence Hall of Science (promoting equitable science, citizen engagement, science education and ethics) The Center for Information Technology Research in the Interest of Society (CITRIS) is a multi-campus institute that specifically promotes research and programming for the benefit of society, with seed grants, programming open to the community and programs that promote equity and access. See also CITRIS Policy Lab . UC Berkeley’s College of Computing, Data Science, and Society (CDSS) has also championed data collaboratives, involving faculty, students, and external partners across public and private sectors, which aim to apply data science to address societal issues like climate change, healthcare, and social equity. These collaboratives embody Berkeley's efforts to advance responsible research, fostering environments that encourage ethical practices and innovative solutions to complex global challenges. UC Berkeley staff is part of the ECCLPs PK-12 Committee. UC Berkeley received the Sustainable Business Research Prize: https://haas.berkeley.edu/sustainability/thought-leadership/faculty-research/berkeley-haas-sustainable-business-research-prize/",,,text_long
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Points earned for indicator AC 8.3,1,,1.0,number
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,"Does the institution offer repository hosting that makes versions of journal articles, book chapters, and other peer-reviewed scholarly works by its employees freely available on the public internet?",Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Narrative and/or website URL providing an overview of the open access repository,"From the University of California (UC) Office of Scholarly Communication’s website on open access at the UC: “The eScholarship repository and publishing platform enables the UC academic community to post previously published works; distribute pre-prints, working papers, theses and dissertations; and publish new materials such as books, journals, and conference proceedings. UC authors are covered by the UC Open Access Policies. These policies allow authors to post scholarly articles in eScholarship or another repository regardless of the terms of their publishing agreement, as long as the agreement was signed after the adoption of the policy.” The site describes other subject repositories, as well. Access eScholarship at: http://www.escholarship.org/ Information above sourced from: https://osc.universityofcalifornia.edu/for-authors/open-access/",,,text_long
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Does the institution have one or more published policies that require its employees to publish scholarly works open access or archive final post-peer reviewed versions of scholarly works in an open access repository?,Yes,,,boolean
"University of California, Berkeley",AC-8,AC,Context,Responsible Research and Innovation,,Do the open access policies cover all of the institution’s research-producing academic divisions?,Yes,,,boolean
